,GISS ,QAMC ,MRDS ,IGRD ,NLCS ,MARK ,MPHC ,SALM ,DOBK ,QIIB ,QGTS ,QNNC ,BLDN ,QINS ,ERES ,QNBK ,VFQS ,COMB ,GWCS ,QIMC ,AHCS ,QISB ,QOIS ,KINS ,ORDS ,QIGD ,QGMS ,IQCD ,BRES ,UDCD ,DBIS ,QFLS ,QFBQ ,QEWC ,MKDM ,QANC ,DICO ,MCCS ,MCGS ,FALH ,IHGS ,WDAM ,MERS ,QIIC ,QLMI ,QGIR ,ZHCD ,AABQ ,QCFD 
"Jul 08, 2021",1.486,1.524,1.109,1.110,1.175,4.462,1.890,0.953,2.776,9.340,3.191,7.510,1.51,2.472,1.690,17.900,1.605,5.419,5.200,2.890,0.977,17.250,0.966,4.633,7.270,2.438,2.830,13.600,3.102,1.490,2.396,17.740,1.635,16.700,,5.046,1.940,3.896,8.900,1.69,5.087,4.462,19.380,8.130,4.90,2.075,14.933,,3.701
"Jul 07, 2021",1.504,1.525,1.100,1.105,1.175,4.460,1.890,0.960,2.777,9.352,3.200,7.500,1.51,2.478,1.642,17.980,1.611,5.420,5.200,2.800,0.974,17.310,0.979,4.695,7.370,2.450,2.888,13.620,3.115,1.499,2.385,17.780,1.626,16.750,,5.037,1.955,3.909,8.824,,5.128,4.527,19.270,8.002,4.90,2.070,14.933,,3.999
"Jul 06, 2021",1.509,1.515,1.105,1.101,1.180,4.458,1.898,0.966,2.769,9.380,3.060,7.351,1.51,2.447,1.630,17.830,1.613,5.318,5.185,2.817,0.980,17.320,0.979,4.722,7.420,2.452,2.913,13.410,3.100,1.505,2.369,17.720,1.650,16.670,,5.039,1.950,3.827,8.873,1.65,5.137,4.460,19.200,8.010,4.90,2.097,,,3.666
"Jul 05, 2021",1.496,1.528,1.117,1.094,1.180,4.458,1.899,0.975,2.750,9.400,3.050,7.500,1.52,2.474,1.648,17.890,1.602,5.289,5.175,2.823,0.980,17.330,0.975,4.681,7.454,2.488,2.869,13.430,3.099,1.500,2.358,17.760,1.652,16.600,,5.012,1.960,3.826,8.800,1.70,5.190,4.490,19.200,8.000,4.90,2.060,14.952,,3.647
"Jul 04, 2021",1.511,1.528,1.123,1.078,1.191,4.459,1.902,0.972,2.781,9.445,3.050,7.482,1.53,2.480,1.666,18.000,1.608,5.297,5.215,2.850,0.986,17.330,0.985,4.708,7.456,2.515,2.836,13.500,3.100,1.510,2.387,17.730,1.660,16.700,,5.070,1.990,3.880,8.860,1.75,5.215,4.531,19.300,7.949,4.84,2.100,14.952,,
"Jul 03, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 02, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 01, 2021",1.496,1.533,1.078,1.121,1.173,4.460,1.896,0.975,2.808,9.450,3.049,7.450,1.52,2.482,1.657,17.990,1.617,5.280,5.179,2.848,0.986,17.380,0.986,4.587,7.500,2.497,2.739,13.400,3.081,1.472,2.407,17.730,1.662,16.680,,5.029,1.954,3.854,8.701,1.70,5.200,4.437,19.250,7.701,4.83,2.100,14.952,3.619,
"Jun 30, 2021",1.491,1.530,1.075,1.109,1.170,4.459,1.882,0.969,2.824,9.310,3.000,7.360,1.52,2.480,1.654,17.950,1.615,5.270,5.170,2.801,0.983,17.290,0.993,4.589,7.295,2.496,2.742,13.250,2.980,1.450,2.416,17.710,1.656,16.660,,5.000,1.952,3.826,8.650,1.70,5.183,4.418,19.290,7.675,4.95,,14.895,,
"Jun 29, 2021",1.490,1.500,1.074,1.040,1.157,4.454,1.900,0.946,2.800,9.376,3.019,7.311,1.48,2.500,1.637,18.080,1.595,5.220,5.138,2.801,0.970,17.290,0.985,4.550,7.317,2.490,2.546,13.250,3.082,1.455,2.345,17.690,1.656,16.740,,5.000,1.970,3.922,8.650,1.72,5.129,4.219,19.210,,4.95,2.050,14.905,,3.780
"Jun 28, 2021",1.480,1.472,1.065,1.009,1.160,4.453,1.900,0.930,2.794,9.300,3.000,7.308,1.47,2.492,1.605,17.900,1.598,5.150,5.150,2.800,0.941,17.270,0.940,4.500,7.261,2.350,2.315,13.110,3.090,1.439,2.343,17.600,1.666,16.600,,5.000,1.955,3.900,8.611,1.70,5.050,4.223,19.490,7.789,4.91,2.100,14.952,3.476,3.997
"Jun 27, 2021",1.510,1.498,1.099,1.027,1.202,4.454,1.896,0.970,2.769,9.410,3.010,7.365,1.51,2.500,1.654,18.050,1.609,5.240,5.160,2.800,0.983,17.170,0.982,4.562,7.261,2.401,2.401,13.200,3.095,1.451,2.373,17.850,1.668,16.620,,4.985,1.960,4.067,8.800,1.80,5.100,4.300,19.440,7.850,4.80,2.150,14.867,3.476,
"Jun 26, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 24, 2021",1.513,1.518,1.098,1.030,1.193,4.450,1.902,0.990,2.712,9.508,3.002,7.363,1.53,2.500,1.655,18.080,1.634,5.235,5.180,2.836,0.993,17.130,0.993,4.600,7.546,2.485,2.480,13.210,3.095,1.455,2.412,17.860,1.674,16.600,,4.900,2.021,3.698,8.823,1.82,5.168,4.380,19.160,7.840,4.72,2.190,15.000,,3.780
"Jun 23, 2021",1.539,1.520,1.095,1.030,1.213,4.455,1.902,0.997,2.702,9.516,3.007,7.308,1.54,2.485,1.680,18.100,1.648,5.295,5.150,2.860,1.002,17.110,1.005,4.620,7.600,2.516,2.530,13.150,3.070,1.461,2.451,17.920,1.673,16.630,,4.889,2.000,3.713,8.902,1.77,5.121,4.417,19.240,7.700,4.70,2.187,14.876,,3.911
"Jun 22, 2021",1.530,1.528,1.109,1.040,1.226,4.450,1.892,1.004,2.701,9.507,3.035,7.413,1.54,2.497,1.719,17.800,1.633,5.255,5.178,2.851,1.002,17.290,1.011,4.634,7.512,2.538,2.580,13.260,3.090,1.470,2.469,17.980,1.673,16.670,,4.945,1.970,3.698,8.918,1.82,5.139,4.467,19.300,,4.75,2.199,15.000,,
"Jun 21, 2021",1.517,1.522,1.107,1.042,1.230,4.450,1.887,1.001,2.685,9.590,3.040,7.450,1.54,2.480,1.723,17.800,1.590,5.295,5.179,2.835,0.999,17.100,1.008,4.579,7.030,2.523,2.589,13.260,3.083,1.475,2.475,17.810,1.658,16.650,,4.950,1.960,3.695,9.000,1.80,5.130,4.478,19.200,7.600,4.80,2.105,14.971,3.524,4.066
"Jun 20, 2021",1.526,1.535,1.129,1.043,1.230,4.451,1.887,1.010,2.673,9.619,3.031,7.440,1.56,2.480,1.747,17.850,1.611,5.280,5.127,2.855,1.006,17.170,1.028,4.600,7.000,2.558,2.627,13.300,3.100,1.491,2.499,17.770,1.673,16.780,,5.000,1.969,3.674,9.099,1.78,5.122,4.477,19.300,7.800,4.91,2.120,15.048,,3.999
"Jun 19, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 18, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 17, 2021",1.550,1.546,1.131,1.053,1.241,4.459,1.884,1.008,2.658,9.630,3.025,7.300,1.56,2.470,1.745,17.800,1.628,5.265,5.123,,1.007,17.050,1.016,4.610,6.860,2.549,2.620,13.300,3.120,1.488,2.485,18.000,1.673,16.760,,5.038,,3.675,9.135,1.83,5.140,4.500,19.200,7.800,4.91,2.238,14.905,,4.000
"Jun 16, 2021",1.550,1.551,1.145,1.029,1.245,4.468,1.904,1.008,2.675,9.567,3.020,7.315,1.57,2.473,1.770,17.970,1.620,5.319,5.119,2.880,1.007,17.260,1.028,4.733,7.010,2.570,2.620,13.280,3.115,1.503,2.515,17.790,1.664,16.530,,5.006,2.000,3.687,9.148,1.81,5.235,4.510,19.010,7.990,5.01,2.222,15.010,,3.915
"Jun 15, 2021",1.566,1.568,1.146,1.042,1.257,4.450,1.906,1.013,2.724,9.501,3.025,7.388,1.57,2.476,1.773,18.100,1.664,5.320,5.145,2.880,1.012,17.270,1.038,4.599,7.010,2.520,2.634,13.280,3.107,1.501,2.504,17.730,1.665,16.600,,5.049,,3.625,9.060,1.82,5.229,4.552,19.100,7.990,5.01,2.254,14.819,,3.910
"Jun 14, 2021",1.584,1.580,1.157,1.054,1.278,4.450,1.911,1.017,2.719,9.591,3.030,7.290,1.59,2.476,1.790,18.150,1.669,5.371,5.169,2.920,1.020,17.270,1.044,4.575,6.955,2.538,2.649,13.260,3.116,1.540,2.507,17.800,1.658,16.480,,5.050,1.995,3.678,9.198,1.83,5.222,4.534,18.960,7.840,5.05,2.225,14.924,,4.097
"Jun 13, 2021",1.574,1.581,1.154,1.060,1.290,4.444,1.907,1.022,2.698,9.466,3.030,7.291,1.59,2.455,1.798,17.970,1.671,5.310,5.131,2.888,1.028,17.210,1.047,4.596,6.976,2.540,2.681,13.000,3.125,1.530,2.536,17.800,1.659,16.470,,5.013,2.000,3.620,9.100,1.89,5.300,4.526,18.810,,5.10,2.239,14.990,3.461,4.000
"Jun 12, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 11, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 10, 2021",1.593,1.602,1.148,1.067,1.265,4.437,1.922,1.026,2.716,9.470,3.026,7.286,1.60,2.470,1.780,17.850,1.676,5.334,5.120,2.886,1.024,17.300,1.050,4.595,6.978,2.539,2.631,12.800,3.121,1.545,2.513,17.840,1.664,16.470,,5.030,,3.589,9.163,1.88,5.248,4.573,18.750,,5.10,2.120,15.000,,4.000
"Jun 09, 2021",1.580,1.610,1.140,1.033,1.256,4.442,1.918,1.008,2.711,9.579,3.040,7.292,1.60,2.452,1.771,17.550,1.670,5.340,5.150,2.884,1.017,17.300,1.043,4.547,7.000,2.528,2.647,12.700,3.140,1.542,2.513,17.740,1.663,16.500,,5.028,1.999,3.635,9.025,1.92,5.125,4.595,18.620,7.751,5.06,2.225,14.962,,
"Jun 08, 2021",1.564,1.541,1.139,1.043,1.257,4.441,1.910,1.006,2.739,9.579,3.032,7.362,1.58,2.467,1.766,17.510,1.685,5.295,5.105,2.880,1.023,17.300,1.044,4.560,6.955,2.510,2.650,12.620,3.160,1.557,2.528,17.750,1.665,16.500,,5.061,,3.600,9.109,1.95,5.193,4.584,18.530,7.721,5.08,2.100,14.943,3.476,4.250
"Jun 07, 2021",1.604,1.585,1.142,1.090,1.250,4.426,1.914,1.004,2.778,9.570,3.050,7.314,1.60,2.488,1.770,17.700,1.726,5.299,5.120,2.894,1.028,17.250,1.060,4.650,6.960,2.619,2.698,12.730,3.188,1.573,2.537,17.860,1.658,16.490,,5.100,2.000,3.580,9.175,1.99,5.200,4.601,18.700,7.944,5.08,2.144,15.029,,4.125
"Jun 06, 2021",1.627,1.609,1.150,1.112,1.237,4.423,1.940,1.010,2.788,9.510,3.080,7.315,1.61,2.484,1.778,17.800,1.735,5.335,5.139,2.956,1.020,17.200,1.076,4.617,7.009,2.610,2.713,12.800,3.190,1.587,2.521,17.800,1.665,16.520,,5.060,2.025,3.630,9.179,1.99,5.239,4.569,18.800,7.944,5.05,2.200,14.886,3.524,4.000
"Jun 05, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 04, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 03, 2021",1.571,1.635,1.160,1.121,1.244,4.440,1.883,1.016,2.800,9.615,3.070,7.305,1.57,2.484,1.780,17.860,1.740,5.260,5.139,2.942,1.034,17.300,1.048,4.600,7.039,2.526,2.717,12.900,3.180,1.582,2.536,17.890,1.658,16.490,,5.095,1.984,3.620,9.155,1.99,5.270,4.560,18.750,7.944,5.10,2.161,,,4.298
"Jun 02, 2021",1.492,1.650,1.167,1.133,1.255,4.450,1.888,1.023,2.807,9.600,3.090,7.298,1.57,2.496,1.784,17.990,1.754,5.346,5.111,2.861,1.045,17.350,1.064,4.610,7.057,2.540,2.726,12.970,3.185,1.590,2.567,17.950,1.665,16.500,,5.095,1.970,3.618,9.200,1.95,5.350,4.600,18.800,7.950,5.08,2.229,15.029,,4.500
"Jun 01, 2021",1.474,1.649,1.165,1.135,1.243,4.448,1.888,1.023,2.780,9.516,3.090,7.340,1.55,2.510,1.767,17.740,1.744,5.350,5.121,2.859,1.038,17.320,1.070,4.610,7.050,2.545,2.726,13.000,3.190,1.592,2.582,17.940,1.671,16.380,,5.076,1.961,3.618,9.281,2.00,5.401,4.600,18.800,7.790,5.10,2.230,14.771,,4.199
"May 31, 2021",1.487,1.647,1.168,1.142,1.225,4.450,1.884,1.020,2.835,9.533,3.100,7.307,1.56,2.535,1.774,17.700,1.742,5.350,5.109,2.857,1.001,17.300,1.054,4.482,6.903,2.600,2.770,12.910,3.173,1.594,2.594,17.900,1.679,16.030,,5.004,,3.645,9.400,1.98,5.262,4.635,18.800,7.797,5.20,2.262,14.819,,3.997
"May 30, 2021",1.466,1.667,1.179,1.140,1.231,4.449,1.893,1.028,2.800,9.365,3.099,7.224,1.56,2.485,1.775,17.650,1.746,5.250,5.112,2.900,1.000,17.300,1.060,4.461,6.904,2.599,2.799,12.900,3.200,1.572,2.588,18.000,1.665,16.610,,5.070,1.970,3.700,9.398,1.99,5.310,4.638,18.860,7.798,5.15,2.269,14.962,,4.000
"May 29, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 27, 2021",1.463,1.660,1.163,1.143,1.185,4.460,1.900,1.015,2.817,9.500,3.120,7.111,1.57,2.490,1.762,17.590,1.756,5.359,5.116,2.900,0.988,17.300,1.066,4.535,6.900,2.555,2.790,12.900,3.270,1.564,2.575,18.300,1.647,16.640,,5.003,1.989,3.670,9.171,1.99,5.040,4.600,18.870,7.823,5.14,2.295,14.790,3.571,4.220
"May 26, 2021",1.468,1.641,1.156,1.139,1.185,4.405,1.879,1.020,2.827,9.330,3.033,7.320,1.57,2.490,1.751,17.370,1.758,5.280,5.150,2.924,1.002,17.120,1.057,4.201,6.960,2.650,2.705,12.680,3.130,1.577,2.604,17.700,1.651,16.530,,5.027,1.990,3.670,9.120,1.99,4.950,4.600,18.710,7.819,5.14,2.319,14.905,,4.490
"May 25, 2021",1.460,1.634,1.152,1.036,1.186,4.400,1.873,0.955,2.819,9.365,3.030,7.349,1.56,2.499,1.755,17.500,1.763,5.299,5.170,2.919,0.969,17.150,1.022,4.244,7.001,2.700,2.693,12.360,3.130,1.584,2.507,17.700,1.652,16.500,,5.088,1.980,3.700,9.110,1.99,4.970,4.493,18.700,7.700,5.04,2.255,14.857,,
"May 24, 2021",1.463,1.636,1.129,1.030,1.180,4.380,1.832,0.950,2.782,9.257,3.020,7.380,1.57,2.488,1.755,17.600,1.745,5.291,5.100,2.840,0.965,17.000,1.022,4.120,6.980,2.692,2.722,11.930,3.064,1.580,2.500,17.600,1.651,16.310,,5.000,1.960,3.715,8.994,1.97,4.886,4.476,18.550,7.835,5.06,2.240,15.000,3.458,4.444
"May 23, 2021",1.468,1.677,1.158,1.055,1.189,4.435,1.887,0.955,2.858,9.312,3.036,7.400,1.57,2.494,1.759,17.730,1.755,5.318,5.090,2.872,0.972,17.110,1.052,4.215,7.002,2.681,2.774,12.400,3.121,1.594,2.515,17.750,1.638,16.510,,5.000,1.989,3.799,9.033,1.98,4.972,4.560,18.500,7.858,5.10,2.176,15.048,,4.410
"May 22, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 21, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 20, 2021",1.479,1.685,1.170,1.066,1.205,4.443,1.885,0.944,2.859,9.490,3.031,7.500,1.59,2.510,1.776,17.730,1.766,5.313,5.064,2.889,0.970,17.290,1.071,4.255,7.045,2.658,2.768,12.450,3.143,1.579,2.519,17.780,1.649,16.460,,5.000,1.967,3.869,9.183,2.02,5.030,4.639,18.530,7.700,5.05,2.410,14.762,,
"May 19, 2021",1.475,1.700,1.190,1.084,1.228,4.475,1.897,0.950,2.865,9.391,3.050,7.483,1.58,2.501,1.777,17.720,1.757,5.386,5.079,2.900,0.975,17.290,1.045,4.328,6.977,2.640,2.768,12.610,3.198,1.582,2.491,17.740,1.663,16.500,,5.000,1.964,3.822,9.001,2.02,5.031,4.819,18.550,7.997,5.07,2.497,14.762,3.571,
"May 18, 2021",1.499,1.707,1.171,1.093,1.233,4.460,1.906,0.960,2.853,9.398,3.123,7.513,1.60,2.525,1.797,17.900,1.759,5.400,5.119,2.965,0.990,17.290,1.020,4.278,7.050,2.519,2.780,12.890,3.201,1.602,2.537,17.720,1.665,16.550,,5.090,1.967,3.805,9.109,2.05,5.081,4.817,18.770,,5.08,2.577,,,
"May 17, 2021",1.487,1.680,1.152,1.100,1.190,4.489,1.907,0.968,2.755,9.296,3.106,7.416,1.60,2.510,1.797,17.840,1.760,5.450,5.125,2.909,0.977,17.170,1.017,4.300,7.020,2.530,2.781,12.900,3.200,1.580,2.506,17.920,1.665,16.570,,5.107,1.972,3.890,9.279,2.07,5.094,4.800,18.510,7.900,5.15,2.400,14.810,,4.899
"May 16, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 15, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 14, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 12, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 11, 2021",1.500,1.645,1.159,1.095,1.180,4.474,1.923,0.948,2.748,9.409,3.155,7.500,1.61,2.537,1.769,18.000,1.757,5.392,5.128,2.888,0.976,17.300,1.001,4.260,7.132,2.430,2.803,13.450,3.229,1.603,2.524,18.180,1.686,17.060,,5.107,1.990,3.935,9.339,2.05,5.110,4.865,18.600,7.900,5.20,2.450,15.000,,4.489
"May 10, 2021",1.474,1.638,1.145,1.102,1.190,4.460,1.926,0.967,2.720,9.397,3.169,7.500,1.60,2.580,1.770,18.090,1.759,5.379,5.128,2.881,0.983,17.300,1.029,4.150,7.150,2.311,2.820,13.570,3.240,1.610,2.530,18.150,1.670,17.070,,5.055,1.969,3.948,9.379,2.08,5.125,4.879,18.600,7.900,5.20,,15.000,,
"May 09, 2021",1.475,1.564,1.150,1.106,1.185,4.460,1.934,0.971,2.750,9.346,3.155,7.498,1.61,2.580,1.787,17.990,1.745,5.487,5.100,2.889,1.000,17.300,1.054,4.174,7.110,2.376,2.798,13.500,3.223,1.612,2.545,18.180,1.682,17.030,,5.162,1.999,3.891,9.330,2.06,5.098,4.800,18.710,7.990,5.17,,15.076,3.701,4.097
"May 08, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 07, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 06, 2021",1.460,1.537,1.157,1.109,1.185,4.445,1.901,0.937,2.500,9.349,3.160,7.493,1.62,2.500,1.800,17.990,1.753,5.320,5.129,2.880,0.993,17.290,1.020,3.964,7.085,2.283,2.820,13.540,3.240,1.621,2.540,18.200,1.674,17.000,,5.149,1.995,3.983,9.299,2.20,5.110,4.781,18.950,7.900,5.20,2.448,15.038,3.524,
"May 05, 2021",1.470,1.545,1.163,1.077,1.172,4.464,1.915,0.866,2.497,9.329,3.175,7.526,1.61,2.499,1.803,17.920,1.771,5.372,5.100,2.943,0.971,17.280,1.054,3.815,7.149,2.354,2.810,13.450,3.236,1.619,2.521,18.190,1.648,17.000,,5.160,1.999,3.997,9.378,2.08,5.100,4.879,18.800,,5.20,,14.905,3.450,
"May 04, 2021",1.462,1.551,1.162,1.064,1.190,4.475,1.909,0.865,2.509,9.331,3.150,7.402,1.62,2.480,1.755,17.920,1.773,5.366,5.140,2.945,0.940,17.280,0.959,3.855,7.169,2.310,2.830,13.560,3.219,1.600,2.522,18.200,1.655,17.050,,5.175,1.982,3.887,9.445,2.00,5.080,4.914,19.040,7.900,5.20,2.400,14.762,,
"May 03, 2021",1.476,1.557,1.150,1.109,1.199,4.479,1.920,0.876,2.519,9.340,3.169,7.421,1.62,2.495,1.739,17.980,1.764,5.422,5.150,2.900,0.945,17.380,0.958,3.882,7.100,2.121,2.841,13.680,3.236,1.625,2.537,18.200,1.660,17.070,,5.210,2.060,3.900,9.400,2.00,5.120,4.819,19.000,7.900,5.15,,15.048,3.450,4.100
"May 02, 2021",1.477,1.554,1.150,1.114,1.192,4.465,1.912,0.865,2.559,9.325,3.158,7.450,1.62,2.495,1.735,17.980,1.745,5.431,5.110,2.944,0.942,17.400,0.948,3.865,7.059,2.124,2.854,13.450,3.221,1.588,2.552,18.200,1.666,17.200,,5.198,1.980,3.950,9.405,1.96,5.090,4.520,19.130,7.751,5.01,,14.762,3.444,3.950
"May 01, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apr 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
